ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: site-sidebar-layout","Meta: site-content-layout","Meta: stick-header-meta","Meta: theme-transparent-header-meta","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Download 1 name","Download 1 URL"
53,simple,,"Belted Long Black Pants",1,0,visible,"<div class=""woocommerce-product-details__short-description"">
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Material: Black/Brown:100% Rayon. Others:Polyester. Ruffle Waist Belted Peg Pants.</span></li>
 	<li><span class=""a-list-item"">Features: High Waist, Elastic Waist with Drawstring Belt, Two Side Pockets, Straight Leg, Tapered/Carrot, Turn Up</span></li>
 	<li><span class=""a-list-item"">Style: Casual, Work and Elegant. Comfy Fabric, Suit for Spring, Summer and Fall</span></li>
</ul>
</div>",,,,taxable,,1,,0,0,,,,,0,,,100,"Women, Women > Women's Pants",,,"http://www.abhnetworking.com/wp-content/uploads/2018/06/high-waist-trousers-1.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/high-waist-trousers-2.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/high-waist-trousers-4.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/high-waist-trousers-3.jpg",,,,,,,,,0,default,default,default,default,,,,,,,,
97,variable,,"High-waist Trousers",1,0,visible,"<div class=""woocommerce-product-details__short-description"">

Hurley Dry-Fit Chino Short. Men's chino short. Outseam Length: 19 Dri-FIT Technology helps keep you dry and comfortable. Made with sweat-wicking fabric. Fitted waist with belt loops. Button waist with zip fly provides a classic look and feel . Back welt pockets and coin pocket for storage. Dual side seam pockets. Heat transferred logos. 70% nylon 24% polyester 6% spandex. Imported.

</div>","<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"">Hurley Dry-Fit Chino Short. Men’s chino short. Outseam Length: 19 Dri-FIT Technology helps keep you dry and comfortable. Made with sweat-wicking fabric. Fitted waist with belt loops. Button waist with zip fly provides a classic look and feel . Back welt pockets and coin pocket for storage. Dual side seam pockets. Heat transferred logos. 70% nylon 24% polyester 6% spandex. Imported.</div>",,,taxable,,1,,0,0,,,,,0,,,,"Featured Products, Men, Men > Men's Shorts",,,"http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-4.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-3.png, http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-2.png, http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-5.png, http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-1.png",,,,,,,,,0,default,default,default,default,Size,"XS, S, M, L",0,0,Color,"Black, Blue, Brown, White",0,0
99,variation,,"High-waist Trousers - XS, Black",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,50,,,,http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-1.png,,,id:97,,,,,,1,,,,,Size,XS,,0,Color,Black,,0
100,variation,,"High-waist Trousers - XS, Blue",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-4.jpg,,,id:97,,,,,,2,,,,,Size,XS,,0,Color,Blue,,0
101,variation,,"High-waist Trousers - XS, Brown",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-5.png,,,id:97,,,,,,3,,,,,Size,XS,,0,Color,Brown,,0
102,variation,,"High-waist Trousers - XS, White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,4,,,,,Size,XS,,0,Color,White,,0
103,variation,,"High-waist Trousers - S, Black",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,55,,,,http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-1.png,,,id:97,,,,,,5,,,,,Size,S,,0,Color,Black,,0
104,variation,,"High-waist Trousers - S, Blue",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,55,,,,http://www.abhnetworking.com/wp-content/uploads/2018/06/soccer-4.jpg,,,id:97,,,,,,6,,,,,Size,S,,0,Color,Blue,,0
105,variation,,"High-waist Trousers - S, Brown",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,7,,,,,Size,S,,0,Color,Brown,,0
106,variation,,"High-waist Trousers - S, White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,8,,,,,Size,S,,0,Color,White,,0
107,variation,,"High-waist Trousers - M, Black",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,9,,,,,Size,M,,0,Color,Black,,0
108,variation,,"High-waist Trousers - M, Blue",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,10,,,,,Size,M,,0,Color,Blue,,0
109,variation,,"High-waist Trousers - M, Brown",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,11,,,,,Size,M,,0,Color,Brown,,0
110,variation,,"High-waist Trousers - M, White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,12,,,,,Size,M,,0,Color,White,,0
111,variation,,"High-waist Trousers - L, Black",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,13,,,,,Size,L,,0,Color,Black,,0
112,variation,,"High-waist Trousers - L, Blue",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,14,,,,,Size,L,,0,Color,Blue,,0
113,variation,,"High-waist Trousers - L, Brown",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,15,,,,,Size,L,,0,Color,Brown,,0
114,variation,,"High-waist Trousers - L, White",1,0,visible,,,,,taxable,parent,1,,0,0,,,,,0,,,,,,,,,,id:97,,,,,,16,,,,,Size,L,,0,Color,White,,0
120,simple,,"Printed Cotton Shirt",1,0,visible,"<div class=""woocommerce-product-details__short-description"">

Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.

</div>","There are many variations of passages available, but the majority have suffered alteration in some form, by injected humour.

Score a wardrobe win no matter the dress code with our Flinto Collection own-label collection. From polished prom to the after party, our London-based design team scour the globe to nail your new-season fashion goals with need-right-now dresses, outerwear, shoes and denim in the coolest.",,,taxable,,1,,0,0,,,,,0,,,79.00,"Women, Featured Products, Women > Women's Shirt",,,"http://www.abhnetworking.com/wp-content/uploads/2018/06/Printed-Cotton-Shirt-1.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/Printed-Cotton-Shirt-2.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/Printed-Cotton-Shirt-3.jpg",,,,,,,,,0,default,default,default,default,,,,,,,,
124,simple,,"A floral print and short sleeves",1,0,visible,"Flowers top — Round neck T-shirt featuring a floral print and short sleeves.","<h3 class=""vc_custom_heading"">C T-shirt featuring a floral print and short sleeves.</h3>
<div class=""vc_empty_space""></div>
<div class=""wpb_text_column wpb_content_element "">
<div class=""wpb_wrapper"">

Score a wardrobe win no matter the dress code with our Flinto Collection own-label collection. From polished prom to the after party, our London-based design team scour the globe to nail your new-season fashion goals with need-right-now dresses, outerwear, shoes and denim in the coolest.

</div>
</div>",,,taxable,,1,,0,0,,,,,0,,,35.99,"Featured Products, Men, Men > Men's T-shirts",,,"http://www.abhnetworking.com/wp-content/uploads/2018/06/C-T-shirt-featuring-a-floral-print-and-short-sleeves-1.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/C-T-shirt-featuring-a-floral-print-and-short-sleeves-4.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/C-T-shirt-featuring-a-floral-print-and-short-sleeves-3.jpg, http://www.abhnetworking.com/wp-content/uploads/2018/06/C-T-shirt-featuring-a-floral-print-and-short-sleeves-2.jpg",,,,,,,,,0,default,default,default,default,,,,,,,,
